416,stjerners,star,0,2020-12-29
417,boks,box,0,2020-12-29
418,substantiv,noun,0,2020-12-29
419,felt,field,0,2020-12-29
420,resten,rest,0,2020-12-29
421,riktig,correct,0,2020-12-29
422,stand,able,0,2020-12-29
423,pund,pound,0,2020-12-29
424,gjort,done,0,2020-12-29
425,skjønnhet,beauty,0,2020-12-29
426,kjøring,drive,0,2020-12-29
427,sto,stood,0,2020-12-29
428,inneholde,contain,0,2020-12-29
429,foran,front,0,2020-12-29
430,undervise,teach,0,2020-12-29
431,uke,week,0,2020-12-29
432,endelig,final,0,2020-12-29
433,ga,gave,0,2020-12-29
434,grønn,green,0,2020-12-29
435,oh,oh,0,2020-12-29
436,rask,quick,0,2020-12-29
437,utvikle,develop,0,2020-12-29
438,ocean,ocean,0,2020-12-29
439,varm,warm,0,2020-12-29
440,gratis,free,0,2020-12-29
441,minutt,minute,0,2020-12-29
442,sterk,strong,0,2020-12-29
443,spesiell,special,0,2020-12-29
444,sinn,mind,0,2020-12-29
445,bak,behind,0,2020-12-29
446,klar,clear,0,2020-12-29
447,halen,tail,0,2020-12-29
448,produsere,produce,0,2020-12-29
449,faktisk,fact,0,2020-12-29
450,plass,space,0,2020-12-29
451,hørt,heard,0,2020-12-29
452,beste,best,0,2020-12-29
453,time,hour,0,2020-12-29
454,bedre,better,0,2020-12-29
455,SANT,true,0,2020-12-29
456,under,during,0,2020-12-29
457,hundre,hundred,0,2020-12-29
458,fem,five,0,2020-12-29
459,huske,remember,0,2020-12-29
460,trinn,step,0,2020-12-29
461,tidlig,early,0,2020-12-29
462,holde,hold,0,2020-12-29
463,vest,west,0,2020-12-29
464,bakken,ground,0,2020-12-29
465,interesse,interest,0,2020-12-29
466,nå,reach,0,2020-12-29
467,rask,fast,0,2020-12-29
468,verb,verb,0,2020-12-29
469,synge,sing,0,2020-12-29
470,lytte,listen,0,2020-12-29
471,seks,six,0,2020-12-29
472,bord,table,0,2020-12-29
473,reise,travel,0,2020-12-29
474,mindre,less,0,2020-12-29
475,morgen,morning,0,2020-12-29
476,ti,ten,0,2020-12-29
477,enkel,simple,0,2020-12-29
478,flere,several,0,2020-12-29
479,vokal,vowel,0,2020-12-29
480,mot,toward,0,2020-12-29
481,krig,war,0,2020-12-29
482,lå,lay,0,2020-12-29
483,mot,against,0,2020-12-29
484,mønster,pattern,0,2020-12-29
485,langsom,slow,0,2020-12-29
486,senter,center,0,2020-12-29
487,elsker,love,0,2020-12-29
488,personer,person,0,2020-12-29
489,penger,money,0,2020-12-29
490,tjene,serve,0,2020-12-29
491,vises,appear,0,2020-12-29
492,vei,road,0,2020-12-29
493,kartet,map,0,2020-12-29
494,regn,rain,0,2020-12-29
495,regelen,rule,0,2020-12-29
496,regulerer,govern,0,2020-12-29
497,trekke,pull,0,2020-12-29
498,kaldt,cold,0,2020-12-29
499,varsel,notice,0,2020-12-29
500,stemme,voice,0,2020-12-29
501,energi,energy,0,2020-12-29
502,jakt,hunt,0,2020-12-29
503,sannsynlig,probable,0,2020-12-29
504,seng,bed,0,2020-12-29
505,bror,brother,0,2020-12-29
506,egg,egg,0,2020-12-29
507,ride,ride,0,2020-12-29
508,celle,cell,0,2020-12-29
509,tror,believe,0,2020-12-29
510,kanskje,perhaps,0,2020-12-29
511,plukke,pick,0,2020-12-29
512,plutselige,sudden,0,2020-12-29
513,teller,count,0,2020-12-29
514,square,square,0,2020-12-29
515,grunnen,reason,0,2020-12-29
516,lengde,length,0,2020-12-29
517,representerer,represent,0,2020-12-29
518,kunst,art,0,2020-12-29
519,lagt,subject,0,2020-12-29
520,region,region,0,2020-12-29
521,størrelse,size,0,2020-12-29
522,variere,vary,0,2020-12-29
523,bosette,settle,0,2020-12-29
524,snakke,speak,0,2020-12-29
525,vekt,weight,0,2020-12-29
526,generell,general,0,2020-12-29
527,is,ice,0,2020-12-29
528,saken,matter,0,2020-12-29
529,sirkel,circle,0,2020-12-29
530,pair,pair,0,2020-12-29
531,inkludere,include,0,2020-12-29
532,dividere,divide,0,2020-12-29
533,stavelse,syllable,0,2020-12-29
534,følte,felt,0,2020-12-29
535,grand,grand,0,2020-12-29
536,ballen,ball,0,2020-12-29
537,ennå,yet,0,2020-12-29
538,wave,wave,0,2020-12-29
539,slipp,drop,0,2020-12-29
540,hjerte,heart,0,2020-12-29
541,am,am,0,2020-12-29
542,stede,present,0,2020-12-29
543,tung,heavy,0,2020-12-29
544,dans,dance,0,2020-12-29
545,motor,engine,0,2020-12-29
546,stilling,position,0,2020-12-29
547,arm,arm,0,2020-12-29
548,wide,wide,0,2020-12-29
549,seil,sail,0,2020-12-29
550,material,material,0,2020-12-29
551,brøkdel,fraction,0,2020-12-29
552,skog,forest,0,2020-12-29
553,sitte,sit,0,2020-12-29
554,veddeløp,race,0,2020-12-29
555,vindu,window,0,2020-12-29
556,butikken,store,0,2020-12-29
557,sommer,summer,0,2020-12-29
558,tog,train,0,2020-12-29
559,søvn,sleep,0,2020-12-29
560,bevise,prove,0,2020-12-29
561,lone,lone,0,2020-12-29
562,leg,leg,0,2020-12-29
563,trening,exercise,0,2020-12-29
564,veggen,wall,0,2020-12-29
565,fangst,catch,0,2020-12-29
566,mount,mount,0,2020-12-29
567,ønsker,wish,0,2020-12-29
568,himmel,sky,0,2020-12-29
569,brett,board,0,2020-12-29
570,glede,joy,0,2020-12-29
571,vinter,winter,0,2020-12-29
572,sat,sat,0,2020-12-29
573,skrevet,written,0,2020-12-29
574,vill,wild,0,2020-12-29
575,instrument,instrument,0,2020-12-29
576,holdt,kept,0,2020-12-29
577,glass,glass,0,2020-12-29
578,gress,grass,0,2020-12-29
579,ku,cow,0,2020-12-29
580,jobb,job,0,2020-12-29
581,kanten,edge,0,2020-12-29
582,skilt,sign,0,2020-12-29
583,besøk,visit,0,2020-12-29
584,fortid,past,0,2020-12-29
585,myk,soft,0,2020-12-29
586,moro,fun,0,2020-12-29
587,lyse,bright,0,2020-12-29
588,gass,gas,0,2020-12-29
589,vær,weather,0,2020-12-29
590,måned,month,0,2020-12-29
591,millioner,million,0,2020-12-29
592,bære,bear,0,2020-12-29
593,ferdig,finish,0,2020-12-29
594,lykkelig,happy,0,2020-12-29
595,håper,hope,0,2020-12-29
596,blomst,flower,0,2020-12-29
597,ikle,clothe,0,2020-12-29
598,merkelig,strange,0,2020-12-29
599,borte,gone,0,2020-12-29
600,handel,trade,0,2020-12-29
601,melodi,melody,0,2020-12-29
602,tur,trip,0,2020-12-29
603,kontor,office,0,2020-12-29
604,motta,receive,0,2020-12-29
605,rad,row,0,2020-12-29
606,munn,mouth,0,2020-12-29
607,eksakte,exact,0,2020-12-29
608,symbol,symbol,0,2020-12-29
609,dø,die,0,2020-12-29
610,minst,least,0,2020-12-29
611,trøbbel,trouble,0,2020-12-29
612,rop,shout,0,2020-12-29
613,bortsettfra,except,0,2020-12-29
614,skrev,wrote,0,2020-12-29
615,seedet,seed,0,2020-12-29
616,tonen,tone,0,2020-12-29
617,blimed,join,0,2020-12-29
618,foreslå,suggest,0,2020-12-29
619,ren,clean,0,2020-12-29
620,pause,break,0,2020-12-29
621,damen,lady,0,2020-12-29
622,tunet,yard,0,2020-12-29
623,stige,rise,0,2020-12-29
624,dårlig,bad,0,2020-12-29
625,slag,blow,0,2020-12-29
626,olje,oil,0,2020-12-29
627,blod,blood,0,2020-12-29
628,røre,touch,0,2020-12-29
629,vokste,grew,0,2020-12-29
630,prosent,cent,0,2020-12-29
631,bland,mix,0,2020-12-29
632,teamet,team,0,2020-12-29
633,ledning,wire,0,2020-12-29
634,kostnader,cost,0,2020-12-29
635,tapt,lost,0,2020-12-29
636,brun,brown,0,2020-12-29
637,slitasje,wear,0,2020-12-29
638,hage,garden,0,2020-12-29
639,lik,equal,0,2020-12-29
640,sendt,sent,0,2020-12-29
641,velge,choose,0,2020-12-29
642,falt,fell,0,2020-12-29
643,passe,fit,0,2020-12-29
644,flyte,flow,0,2020-12-29
645,rettferdig,fair,0,2020-12-29
646,bank,bank,0,2020-12-29
647,samle,collect,0,2020-12-29
648,spare,save,0,2020-12-29
649,kontroll,control,0,2020-12-29
650,desimal,decimal,0,2020-12-29
651,øret,ear,0,2020-12-29
652,annet,else,0,2020-12-29
653,ganske,quite,0,2020-12-29
654,brøt,broke,0,2020-12-29
655,case,case,0,2020-12-29
656,midten,middle,0,2020-12-29
657,drepe,kill,0,2020-12-29
658,sønn,son,0,2020-12-29
659,innsjø,lake,0,2020-12-29
660,øyeblikk,moment,0,2020-12-29
661,skala,scale,0,2020-12-29
662,høyt,loud,0,2020-12-29
663,våren,spring,0,2020-12-29
664,observere,observe,0,2020-12-29
665,barn,child,0,2020-12-29
666,rett,straight,0,2020-12-29
667,konsonant,consonant,0,2020-12-29
668,nasjon,nation,0,2020-12-29
669,ordbok,dictionary,0,2020-12-29
670,melk,milk,0,2020-12-29
671,hastighet,speed,0,2020-12-29
672,metode,method,0,2020-12-29
673,organ,organ,0,2020-12-29
674,betale,pay,0,2020-12-29
675,alder,age,0,2020-12-29
676,seksjon,section,0,2020-12-29
677,kjole,dress,0,2020-12-29
678,skyen,cloud,0,2020-12-29
679,overraskelse,surprise,0,2020-12-29
680,stille,quiet,0,2020-12-29
681,stein,stone,0,2020-12-29
682,tiny,tiny,0,2020-12-29
683,klatre,climb,0,2020-12-29
684,kult,cool,0,2020-12-29
685,utforming,design,0,2020-12-29
686,dårlig,poor,0,2020-12-29
687,mye,lot,0,2020-12-29
688,eksperiment,experiment,0,2020-12-29
689,bunnen,bottom,0,2020-12-29
690,nøkkel,key,0,2020-12-29
691,jern,iron,0,2020-12-29
692,enslig,single,0,2020-12-29
693,stick,stick,0,2020-12-29
694,flat,flat,0,2020-12-29
695,tjue,twenty,0,2020-12-29
696,hud,skin,0,2020-12-29
697,smil,smile,0,2020-12-29
698,krøll,crease,0,2020-12-29
699,hull,hole,0,2020-12-29
700,hopp,jump,0,2020-12-29
701,babyen,baby,0,2020-12-29
702,åtte,eight,0,2020-12-29
703,landsby,village,0,2020-12-29
704,møtes,meet,0,2020-12-29
705,rot,root,0,2020-12-29
706,kjøpe,buy,0,2020-12-29
707,heve,raise,0,2020-12-29
708,løse,solve,0,2020-12-29
709,metall,metal,0,2020-12-29
710,enten,whether,0,2020-12-29
711,Push,push,0,2020-12-29
712,syv,seven,0,2020-12-29
713,avsnitt,paragraph,0,2020-12-29
714,tredje,third,0,2020-12-29
715,skal,shall,0,2020-12-29
716,holdt,held,0,2020-12-29
717,hår,hair,0,2020-12-29
718,beskrive,describe,0,2020-12-29
719,kokk,cook,0,2020-12-29
720,etasje,floor,0,2020-12-29
721,enten,either,0,2020-12-29
722,resultat,result,0,2020-12-29
723,brenne,burn,0,2020-12-29
724,hill,hill,0,2020-12-29
725,trygg,safe,0,2020-12-29
726,katt,cat,0,2020-12-29
727,århundre,century,0,2020-12-29
728,vurdere,consider,0,2020-12-29
729,typen,type,0,2020-12-29
730,lov,law,0,2020-12-29
731,bit,bit,0,2020-12-29
732,kysten,coast,0,2020-12-29
733,kopi,copy,0,2020-12-29
734,frase,phrase,0,2020-12-29
735,taus,silent,0,2020-12-29
736,høyt,tall,0,2020-12-29
737,sand,sand,0,2020-12-29
738,jord,soil,0,2020-12-29
739,rulle,roll,0,2020-12-29
740,temperatur,temperature,0,2020-12-29
741,fingeren,finger,0,2020-12-29
742,industrien,industry,0,2020-12-29
743,verdi,value,0,2020-12-29
744,kampen,fight,0,2020-12-29
745,løgn,lie,0,2020-12-29
746,slå,beat,0,2020-12-29
747,opphisse,excite,0,2020-12-29
748,naturlig,natural,0,2020-12-29
749,visning,view,0,2020-12-29
750,følelse,sense,0,2020-12-29
751,kapital,capital,0,2020-12-29
752,vilikke,won’t,0,2020-12-29
753,stol,chair,0,2020-12-29
754,fare,danger,0,2020-12-29
755,frukt,fruit,0,2020-12-29
756,rik,rich,0,2020-12-29
757,tykk,thick,0,2020-12-29
758,soldat,soldier,0,2020-12-29
759,prosessen,process,0,2020-12-29
760,betjene,operate,0,2020-12-29
761,praksis,practice,0,2020-12-29
762,separat,separate,0,2020-12-29
763,vanskelig,difficult,0,2020-12-29
764,lege,doctor,0,2020-12-29
765,Vennligst,please,0,2020-12-29
766,beskytte,protect,0,2020-12-29
767,noon,noon,0,2020-12-29
768,avling,crop,0,2020-12-29
769,moderne,modern,0,2020-12-29
770,element,element,0,2020-12-29
771,rammet,hit,0,2020-12-29
772,studenten,student,0,2020-12-29
773,hjørne,corner,0,2020-12-29
774,fest,party,0,2020-12-29
775,forsyning,supply,0,2020-12-29
776,hvis,whose,0,2020-12-29
777,isere,locate,0,2020-12-29
778,ring,ring,0,2020-12-29
779,karakter,character,0,2020-12-29
780,insekt,insect,0,2020-12-29
781,fanget,caught,0,2020-12-29
782,periode,period,0,2020-12-29
783,indikere,indicate,0,2020-12-29
784,radioen,radio,0,2020-12-29
785,snakket,spoke,0,2020-12-29
786,atomet,atom,0,2020-12-29
787,menneskelig,human,0,2020-12-29
788,historie,history,0,2020-12-29
789,effekt,effect,0,2020-12-29
790,elektrisk,electric,0,2020-12-29
791,forvente,expect,0,2020-12-29
792,bein,bone,0,2020-12-29
793,skinne,rail,0,2020-12-29
794,forestille,imagine,0,2020-12-29
795,gi,provide,0,2020-12-29
796,enig,agree,0,2020-12-29
797,dermed,thus,0,2020-12-29
798,skånsom,gentle,0,2020-12-29
799,kvinne,woman,0,2020-12-29
800,kaptein,captain,0,2020-12-29
801,gjett,guess,0,2020-12-29
802,nødvendig,necessary,0,2020-12-29
803,skarp,sharp,0,2020-12-29
804,vinge,wing,0,2020-12-29
805,skape,create,0,2020-12-29
806,nabo,neighbor,0,2020-12-29
807,vask,wash,0,2020-12-29
808,bat,bat,0,2020-12-29
809,heller,rather,0,2020-12-29
810,folkemengde,crowd,0,2020-12-29
811,mais,corn,0,2020-12-29
812,sammenligne,compare,0,2020-12-29
813,dikt,poem,0,2020-12-29
814,streng,string,0,2020-12-29
815,bell,bell,0,2020-12-29
816,avhenge,depend,0,2020-12-29
817,kjøtt,meat,0,2020-12-29
